Filename,English,Kashaya,Categories
behind,"behind, in the back",ʔaná·tow,location
belly,"belly, abdomen",ʔuhqʰa,body part
beside,"beside, near",sama·,location
big,"big, important",bahṭʰe,adjective
big-pl,"big, important (several)",ʔahṭʰiy,adjective
bird,bird,s’ihta,animal; bird
bite,bite,qanew,verb
bitter,"bitter, spicy",caha,adjective; taste
black,black,k’ili,adjective; color
blackberry,wild blackberry,ṭ’íʔbahqay,food
blackbird,blackbird,c’ámʔc’aṭa,animal; bird
blame,"to blame, accuse",banaʔ,verb
blanket-thin,thin blanket,ʔatiyá·la,household
blue-belly,blue belly; Western fence lizard,ʔuhqʰa sʼáqʰa·la,"animal; reptile, amphibian"
boat,"boat, raft; cattail, tule reed",baco·,vehicle
bobcat,"bobcat, wildcat",dolomʔ,animal; mammal
body,body,šiʔba,people
bone,"bone, strong",ʔihya·,body part; adjective
bony,"bony, very thin",ka·ṭu,adjective; appearance
borrow,borrow (money or thing),haʔdíw,verb
bottle,bottle,woté·ya,household
bow-v,"to bow, bend at the waist",kʰóšciʔ,verb
boy,"boy, male child",naṭa híʔbaya,people
brain,brain,hoʔt’o k’ólomʔ,body part
bread,bread,cuhni·,food
buckeye-nut,buckeye nut,bahša,plant; food
bullhead,bullhead,šinabóṭoʔṭo,"animal; fish, sea creature"
bumblebee,bumblebee,cehey,"animal; insect, spider"
bumblebee-small,small bumblebee,holómʔlo,"animal; insect, spider"
bumpy,"bumpy, uneven",cohso,adjective
bushtit,bushtit,duwéʔta,animal; bird
but,but,muhnati,conjunction
butt,"butt, rear end, bottom",sili,body part
butterfly,butterfly,sʼaʔdaʔ,"animal; insect, spider"
button,button,woto·n,household
cabbage,cabbage,kó·les,food
cap,cap,kacu·ca,clothing
car,"car, automobile; machine",má·kina,vehicle
cat,cat,kúška,animal; mammal
center-pole,center pole (of roundhouse),hápʰṭʰe,traditional culture; building
chair,chair,cumátʰmaw,furniture
chaparral,"chaparral, brush",seʔe,land; plant
chatter,"chatter, talk idly",qatʼaʔ,verb; speaking
cheek,cheek,qapʼa,body part
chest,chest,kunu,body part
chestnut,"wild chestnut, giant chinquapin",qʰamíʔdiš,food
chickadee,chickadee,qʰaleqá·šenʔ,animal; bird
chicken,chicken,kayi·na,animal; bird
child,child,naṭa,people
children,children,naṭá yya,people
chop,to chop off,piqʰaw,verb
chop-pl,to chop off (several),piqʰamʔ,verb
clapper,clapper,pʰiʔṭ’áʔṭ’aw,traditional culture; music
clean,"clean, free of dirt",sʼaʔsʼa cʰoʔ,adjective
clear,"clear, bright, transparent",ṭʰali,adjective
cliff,"cliff, bank, bluff, precipice",ʔamahcʰilí,land
cloth,"cloth, hide",k’aṭa,clothing; household
cloud,cloud,qʰaba·,sky
coals,coals,mahsiʔ,household
coat,coat,kapú·ta,clothing
cold,cold (to the touch),ʔihyumʔ,adjective
cold-weather,to be cold (of the weather),qahsilʔ,weather
comb-hair,to comb one's hair,cuqʼa·ṭiʔ,verb
comb-hair-old,to comb one's hair (older word),dupʰe·maʔ,verb
come-on,come on; you don't say!,ʔiné·,interjection
coopers-hawk,"chicken hawk, Cooper's hawk",ṭʰolol,animal; bird
coot,"coot, mudhen",s’ihta k’íli,animal; bird
cork,"cork, stopper",tapo·n,household
corn,"corn, maize",má·yiš,food
cottontail,"brush rabbit, cottontail",numi,animal; mammal
count-out,"count out, name off",baʔṭʼaʔ,verb
cow,cow,wá·ka,animal; mammal
coyote,coyote,duwi,animal; mammal
cracker,cracker,kayé·ta,food
crawl-along,to crawl or swim along,ciwa·du,verb; movement
crawl-along-pl,to crawl or swim along (several),ciyaʔ,verb; movement
crawl-around,to crawl or swim around something,cimulʔ,verb; movement
crawl-around-pl,to crawl or swim around something (several),ciyamulʔ,verb; movement
crawl-circle,to crawl or swim in a circle,cimuliʔ,verb; movement
crawl-circle-pl,to crawl or swim in a circle (several),ciyamú·liʔ,verb; movement
crawl-down,to crawl or swim down (several),ciwalaw,verb; movement
crawl-down-pl,to crawl or swim down (several),ciya·law,verb; movement
crawl-here-there,"to crawl or swim all around, here and there",ciwanʔwadu,verb; movement
crawl-here-there-pl,"to crawl or swim all around, here and there (several)",ciyátʰmuʔ,verb; movement
crawl-in,to crawl or swim in there,cimaʔ,verb; movement
crawl-in-pl,to crawl or swim in there (several),ciyamaʔ,verb; movement
crawl-out,to crawl or swim out from here,ciwoqoʔ,verb; movement
crawl-out-pl,to crawl or swim out from here (several),ciya·qoʔ,verb; movement
crawl-up,to crawl or swim up,ciwaqaʔ,verb; movement
crawl-up-pl,to crawl or swim up (several),ciya·qaʔ,verb; movement
cricket,cricket,ṭʰoʔó·koyʔ,"animal; insect, spider"
cross,cross; Christian,ʔaya·yo,general
crow,crow,qʰaʔay,animal; bird
crown,"top of head, crown",šina·,body part
cure-taboo,to cure taboo sickness,dasulʔ,verb; traditional culture
cut,"to cut, get cut",caqʰaw,verb
cute,cute,mušuʔkan,adjective; appearance
dalmatian,Dalmatian; spotted dog,hayu pʰóʔkʼo,animal; mammal
daylight,daylight; to spend the night,qʰaʔaw,time; verb
dead,dead; to die,cʰoyiʔ,adjective; verb
deep,"deep (water, hole)",ʔiyow,adjective
deer,deer,bihše,animal; mammal
deer-mouse,deer mouse,hopʰúne,animal; mammal
depression,"depression in ground, where water sits",kʼolo·málli,location; land
depths,"bottom, depths",sili·,location
design,"design, mark",cuhti,household
dice,"Indian dice, game sticks",muláyʔ,traditional culture; game
dice-game,Indian dice game,muláyʔqa,traditional culture; game
dirt,"dirt, dust",ʔino,land
dirty,dirty,sʼaʔsʼa,adjective; appearance
dishes,dishes,cá·ška,household
dog,dog,hayu,animal; mammal
door,"door, entrance",hóhwa,building
dove,dove,ma·yu,animal; bird
down,"down, lower",bidal,location
downriver,"downriver, to the water; creek",ʔaqʰa·,location
dream,to dream,qʰaʔadí·du,verb
dreamer,dreamer,ʔama· qʰaʔádi·du yaʔ,traditional culture
drink,to drink,qʼoʔ,verb
dry,dry,sʼuwaʔ,adjective
duck,duck,q’ayal,animal; bird
eagle,eagle,kilakʰ,animal; bird
ear,ear,šima,body part
east,east,wišali,location
eat,to eat,"bimucí·du, bumucí·du",eating; verb
eat-taboo,"to be sick from taboo food, or eating improperly",qaʔtʼemʔ,eating; verb; traditional culture
elbow,elbow,qʼohsa,body part
elderberry,elderberries,ṭʰeqʰále maʔa,food
elderberry-tree,elderberry tree,ṭʰeqʰále,plant; tree
eleven,eleven,ná·ncʼa,number
elk-clover,elk clover,q’asi·sí hso,plant; food
empty,empty,qʼaṭa·,adjective
evening,evening,duwéʔli,time
eye,eye,huʔuy,body part
eyeglasses,eyeglasses,huʔú· dutʼetiʔ,clothing
face,face,huʔú·mo,body part
fairy-lantern,"fairy lantern, cat's ear lily",witʰiʔ,plant; food
fall,"fall over, fall down",cʰaw,verb
fall-caus,"make fall over, fall down",cʰáhqaw,verb
fall-down,fall down,cʼi·liʔ,verb
fast,fast,šahya,adjective
fat,"fat, grease, oil",ʔihpʰuy,food
feather,body feather,ʔihṭʰe,bird
feather-dance,feather dance,to·to,traditional culture
feed,to feed (someone),maʔa bílaqʰamʔ,verb; food
feel-slick,feel slick to the touch,dupʼilʔ,verb
feel-wind,feel (of wind),pʰuʔtʼaw,verb
fern,"fern, bracken",moʔo·da,plant
few,"few, a little",biʔkʼoy,number
fifty,fifty,šoṭʼómhma,number
file,file,lí·ma,household
fire,"fire, hot",ʔoho,household; adjective
first-one,the first one,wa·yiqán,general
fish-net,fishing net,wayaʔ,traditional culture
five,five,ṭuhšo,number
flared,flared,cuhṭʰe,adjective
flat,flat,sihla,adjective
flea,flea,ʔimela,"animal; insect, spider"
flirty,"flirty, wild",kule·,adjective
flour,flour (wheat),wihṭʰa,food
flower,flower,ciʔdomʔ,plant; plant part
fly,fly,sʼamo·,"animal; insect, spider"
fly-along,to fly along,ca·du,verb; movement
fly-along-pl,"to fly along (several, by one effort)",cáhtadu,verb; movement
fly-along-pl-agt,"to fly along (several, by multiple efforts)",cáhtaʔ,verb; movement
fly-around,to fly around something,camulʔ,verb; movement
fly-around-pl,to fly around something (several),cáhtimulʔ,verb; movement
fly-circle,to fly in a circle,camú·liʔ,verb; movement
fly-down,to fly down,ca·law,verb; movement
fly-down-pl,to fly down (several),cáhtalaw,verb; movement
fly-here-there,"to fly all around, here and there",canʔwadu,verb; movement
fly-here-there-pl,"to fly all around, here and there (several)",cátʰmuʔ,verb; movement
fly-in-there,to fly in there,camaʔ,verb; movement
fly-in-there-pl,to fly in there (several),cáhtimaʔ,verb; movement
fly-out,to fly out from here,ca·qoʔ,verb; movement
fly-out-pl,to fly out from here (several),cáhtaqoʔ,verb; movement
fly-up,to fly up,ca·qaʔ,verb; movement
fly-up-pl,to fly up (several),cáhtaqaʔ,verb; movement
fog,fog,dahpʰoʔ,weather
food,food,maʔa,food
foot,foot,qʰama,body part
fork,fork,tenetó·r,household
fork-v,"fork, merge",cuṭemʔ,verb
four,four,mihca,number
fourteen,fourteen,simhmašon,number
fox,fox,haq’aw,animal; mammal
frog,frog,waṭaʔ,"animal; reptile, amphibian"
front,"front (of something); before, less, short-changed",hotow,location; adjective
front-bottom,in the front; bottom (inside a basket),hóltow,location
full,full,cuṭʼaʔ,adjective
game,"game, gambling, contest",ʔahqa,traditional culture; game
garter-snake,garter snake; any small snake,qʰaboʔ,"animal; reptile, amphibian"
get-hurt,"to get hurt, injured",ṭʰaba·du,verb
get-soft,to get soft,bo·tʼamʔ,verb
girl,girl,naṭa ʔíma·ta,people
glare,"glare, blinding light",pišišílʔ,general
go-around,to go around something,mulʔ,verb; movement
go-around-pl,to go around something (several),pʰimulʔ,verb; movement
go-away-pl,"to go away, leave (several)",pʰilaʔ,verb; movement
go-down,"to go down, downhill",walaw,verb; movement
go-down-pl,"to go down, downhill (several)",pʰilalaw,verb; movement
go-far-pl,to go far away (several),pʰila·cʼíʔ,verb; movement
go-here-there,"to go all around, here and there",wanʔwadu,verb; movement
go-here-there-pl,"to go all around, here and there (several)",pʰilacʼwaʔ,verb; movement
go-here-there-pl-sep,"to go all around, here and there (several, separately)",hayomʔ,verb; movement
go-in-there,to go in there,maʔ,verb; movement
go-in-there-pl,to go in there (several),pʰimaʔ,verb; movement
go-out,to go out from here,woqoʔ,verb; movement
go-out-pl,to go out from here (several),pʰiloqoʔ,verb; movement
go-up,"to go up, uphill",waqaʔ,verb; movement
go-up-pl,"to go up, uphill (several)",pʰilaqaʔ,verb; movement
god,"God, Creator",duwíʔcapʰṭʰe,people
good,good,qʼoʔdi,adjective; taste
goose,"goose, wild goose",lala,animal; bird
gopher,gopher,ʔalame,animal; mammal
gopher-snake,gopher snake,s’uṭi,"animal; reptile, amphibian"
grain,"grain, wild oats",muhca,plant
grasshopper,grasshopper,šahqo,"animal; insect, spider"
gravel,gravel,ʔaṭʰa·,land
gray-squirrel,Western gray squirrel,cumáʔ,animal; mammal
great-blue-heron,great blue heron,qʰawáʔla,animal; bird
great-horned-owl,great horned owl,muhṭuṭu,animal; bird
green,"green, blue",sʹaqʰa·la,adjective; color
grosbeak,black-headed grosbeak,duyamkʼilí,animal; bird
ground-squirrel,ground squirrel,mámkolo,animal; mammal
hair,hair,heʔe,body part
half,half,hiqʰaʔ,number
half-moon,half-moon,hiqʰáʔ q’ala·ša,sky
hand,hand,cohšo,body part
handle,handle,sama,building
hang,to hang (downward),cʰilʔ,verb
happy,happy,ʔiqʰadiʔ,adjective
hard,"hard, tight, difficult",ʔahsiy,adjective
hat,hat,dabo·maʔ,clothing
hazel-bush,hazel bush,qohno·,plant
head,head,hoʔt’o,body part
heart,heart,sʼuhkul,body part
heavenly,"heavenly, in heaven",qali ʔáma· tol,location
heavy,"heavy, thick",mihsaʔ,adjective
heel,heel,qʰama síli,body part
hello,hello,camá·y,greeting
here,here (nearby and visible),be·li,location
him,him,mu·kito,pronoun
hip,hip,ʔohcómhya,body part
his-own,his or her own,tiʔkʰe,pronoun
home,"home, at home",ʔaca·,location
horse,horse,kawa·yu,animal; mammal
horse-neck-clam,horse-neck clam,kú·ṭa,"animal; fish, sea creature"
house,house,ʔahca,building
house-loc,in the house,ʔahcaw,location
house-mouse,house mouse,šoqʼoʔ,animal; mammal
huckleberry,huckleberry,sʼuʔnúʔnu,food; plant
hug,to hug,binew,verb
huh,"right, huh? Isn't that right?",ni ˇ,interjection
hummingbird,hummingbird,tule,animal; bird
i,I,ʔa,pronoun
ice,"ice, snow",ʔihyu·,weather
in-that-country,"in that country, land",miʔáma·tol,location
inside,"inside, between, among",qʰamʔli,location
jackrabbit,"jackrabbit, hare",ʔama·la,animal; mammal
jump-up,to jump up,bacu·biʔ,verb
junco,Oregon junco,ʔilakʼíli,animal; bird
just,"just, simply",soh,adverb
kelp,kelp,cʰanama,food; plant; traditional culture
kidney,kidney,lúʔlu,body part
kill,to kill,cʰoyícʼqaw,verb
kiss,to kiss,ha·bó ʔtʼoʔ,verb
kiss-v,to kiss (verb),tʼoʔ,verb
kitchen,kitchen,kusí·na,household
knee,knee,moqʰo·,body part
knife,knife,qahca,tool
knock-over-blow,to knock over by blowing,puhcʰaw,verb
knock-over-butt,to knock over by backing up,cahcʰaw,verb
knock-over-drag,to knock over by dragging object,cihcʰaw,verb
knock-over-fall,to knock over by a falling object,dihcʰaw,verb
knock-over-finger,to knock over with a finger,duhcʰaw,verb
knock-over-poke,to knock over by poking,pahcʰaw,verb
knock-over-side,to knock over by hitting with side of stick,pihcʰaw,verb
knock-over-water,to knock over with water or some projection,cuhcʰaw,verb
lake,lake,qʰaʔṭo,water
lame,"lame, crippled",nanu·,adjective
land,"land, ground",ʔama·,land
language,"language, word",cahno,speaking
leach,"leach, soak",cʰeʔew,verb
leached-acorns,"cracked, soaked acorns",qasitá·law,food; traditional culture
leave,to leave,cohtoʔ,verb; movement
left-side,left (side),tʰawil,location
lesser-scaup,"lesser scaup, bluebill",qʰacʼókoʔko,animal; bird
lie-down-ground,lie down (on ground),miṭiʔ,verb
lightning,lightning,maʔk’alá ʔoho,weather
lightweight,"light, lightweight",puʔša,adjective
lizard,lizard,mutʰu·nu,"animal; reptile, amphibian"
long,"long, tall",ʔahqol,adjective
longsnake,Longsnake (supernatural); dragon,musa·láhqol,"animal; reptile, amphibian"
loose,"loose, not tight or fastened",qaʔboy,adjective
low,"low, below, down",bida·,location
lump,"lump, arthritic joint",mohqo,body part
lunchtime,"lunchtime, noon, time to eat",maʔa búmuyiʔ meʔ,time
lung,lung,šoṭʼ,body part
madrone,madrone,k’abaʔ,plant; tree
make-noise-freq,"many make noise (laughing, shouting)",sʼayasʼáyaw,verb
man,"man, male",hiʔbaya,people; adjective
many,"many, a lot",baṭʰe·,number
marriage,"marriage, to marry",cʼa·haʔ,people; verb
me,"me, to me, my","to, to·",pronoun
meadowlark,meadowlark (‘white rump’),haṭʼaqáhle,animal; bird
meat,meat,bihše,food
medicine,medicine,wenu,household
metal,"metal, nail, screw",cawikʰ,"tool, household"
middle-aged,"middle-aged, mature",nineʔ,adjective
milk,milk,"molókko, molóhko",food
millipede,millipede,macʰiṭíʔṭi,"animal; insect, spider"
money,money,pé·su,household
moon,"moon, month",q’ala·ša,sky; time
morning,morning,ʔamadúwe,time
mortar-rock,mortar rock (under basket),qʰana,tool; traditional culture
mosquito,mosquito,kó·tayʔ,"animal; insect, spider"
mountain,"mountain, hill",dono,land
mountain-top,"mountain top, peak, summit",dono wína·,land
mouth,mouth,haʔbo,body part
move-blowing,to move by blowing,pʰuʔdiʔ,verb
move-poking,to move by poking,pʰaʔdiʔ,verb
move-side,to move with the side of a stick; catch sight of,pʰiʔdiʔ,verb
mud,mud,maṭʼqʰa,land
mussel,mussel,noʔqʼo,"animal; fish, sea creature"
my,my,kʰe,pronoun
nail,"nail, claw",hecʼ,body part
name,name,šíhcimaʔ,speaking
narrow,narrow; small space,qawima·,adjective
navel,"navel, bellybutton",ʔohqomo,body part
neck,neck,mihya,body part
needle,needle,ya·su,household
new,"new, fresh",šiwey,adjective
night,night,duwe,time
nit,"nit, lice eggs",ṭʼaʔšu,"animal; insect, spider"
no,no,da·,interjection
north,north,cuhula,location
nose,nose,ʔila,body part
nostril,nostril,ʔilamo,body part
not-true,"not true, false",ʔihmi tʰín,general
now,now,tʼo,time
oak,oak tree (bearing acorns),biʔdu qʰále,plant; tree
occiput,"back of head, occiput",cʰa·ya,body part
ocean,ocean,qʰamos’,water
oh-my,oh my!,ʔó·cʰi,interjection
old,old (person),duyamʔ,adjective; age
old-man,old man,tʼilekinʔ,people
old-thing,old (thing),ṭʰuʔul,adjective; age
old-worn,"old, worn out, numb",tʼile,adjective; age
on,on,tol,location
on-bottom,"on the bottom, underneath",ʔiyó·tow,location
one,one,ku,number
one-hundred,one hundred,ku sé·ntu,number
onion,onion,qʰaʔbaʔ,food
open,open (door) by pulling,šuhṭʰaw,verb
orange,orange,nará·ha,food
oriole,oriole,c’ahtaʔ,animal; bird
outside,outside,ʔuhwa·,location
paddle,"paddle, oar",pʰalíʔli,tool
pain,"pain, disease",duhṭʰal,health
panther,"panther, mountain lion",yahmoʔ,animal; mammal
pants,"pants, trousers",táhtalaw,clothing
paper,"paper, book",kalikakʰ,household
parade,parade,weyáʔsiw,general
peas,peas,biṭe·ṭe,plant; food
peek,to peek,kélciw,verb
peel-rag,to peel by rubbing with a rag,coṭʰoʔ,verb
pelican,pelican,qʰáyhcʰi,animal; bird
people,people,ʔacaʔ yácʰma,people
pepper,pepper,pimiyénte,food
pepper-grass,"pepper grass, wild parsley",sibu·ṭa,food; plant
pepperwood-nut,pepperwood nut,behe,food; plant
pepperwood-tree,"pepperwood, California bay laurel",behemʔ,plant
person,"person, man",ʔacaʔ,people
pestle,pestle,duhkul,household
pick-up-handle,to pick up by a handle,cʰiʔdiʔ,verb
pig,pig,koci·na,animal; mammal
pigeon,pigeon,ṭ’aʔbaṭ’a,animal; bird
pileated-woodpecker,pileated woodpecker,sokʼáṭaʔ,animal; bird
pine-tree,pine tree,qʰawamʔ,plant; tree
pinole,pinole flour,yuhu,food
play,play,ṭʰahqaw,verb
poison,poison,paši·,household
poison-oak,poison oak,ma·ṭí·ho,plant
porpoise,porpoise,soho·y,"animal; fish, sea creature"
potato,"potato, edible bulb",hiʔbu,food
power,"power, spirit, rule",weya,traditional culture
prune,"prune, pepperwood flesh",hat’,food
pus,"pus, oozing",ṭʰomʔ,general
put-down,to put down,banew,verb
quail,quail,šaqa·qa,animal; bird
quilt,quilted blanket,cʼoʔqʰo,traditional culture; household
railroad,"train, railroad",ʔoho káre·ta,vehicle
rain,rain,ʔihcʰe,weather
raspberry,raspberry,bá·škʰoṭ’,food
rattle,"any rattle, such as cocoon rattle",kʼoyokʼóyow,traditional culture
rattlesnake,rattlesnake,muhtʰi,"animal; reptile, amphibian"
rattling,sound of a rattling can,ṭolomʔ,"verb, sound"
rectum,"butt, rectum",haṭ’a·,body part
red,red,k’is,adjective; color
red-tailed-hawk,red-tailed hawk,c’iya·,animal; bird
redwood,redwood,q’asil,plant; tree
rib,rib,misaʔ,body part
rice,rice,ʔaró·s,food
right-side,right (side); counterclockwise,hodotow,location
ripe,"ripe, mature",sʼiʔ,adjective
river,river,biʔda,water
roadrunner,"roadrunner, pheasant",donóswa·la,animal; bird
robin,robin,"si·ṭóṭṭo, si·ṭóhṭo",animal; bird
rock,"rock, stone",qʰaʔbe,land
rock-kelp,rock kelp,qaye,plant
rope,"rope, string",sulemaʔ,household
rotten,rotten,ṭʰoʔ,adjective
rough,"rough, not smooth",cʰadaʔ,adjective
round,"round, spherical",polo·lo,adjective
roundhouse,roundhouse,maʔca,building; traditional culture
run-away,"run away, run off",mo·biʔ,verb
rustle,to make a rustling or scraping sound,kʼišimʔ,verb
sack,"sack, bag",mišukʰ,household
salt,salt,ṭaʔq’o,food
same-as-before,the same as before,kúhmul,adverb
sand,sand,miṭaʔ,land
sated,have enough to eat or drink,damuʔ,food
saw,saw,serú·cu,tool
screech-owl,screech owl,daʔṭʼoṭʼo,animal; bird
scrub-brush,"scrub brush, comb",cucʼuqʼaʔ,household
sea-trout,"sea trout, coastal trout",maṭáʔša,"animal; fish, sea creature"
sea-urchin,sea urchin,qʰá·ṭ’a,"animal; fish, sea creature"
seal,seal,qʰa bíhše,"animal; fish, sea creature"
see,"see, look",cadu,verb
seed,seed,ʔiso·,plant; plant part
serves-you-right,serves you right!,tuyyu,interjection
sew,to sew,bitʼelʔ,verb
shallow,shallow (water); on top,wina·,adjective; location
sharp,sharp,siʔtʼa,adjective
sharp-shinned-hawk,sharp-shinned hawk,qʰaʔbeqʰaʔ,animal; bird
shell-bead,shell bead,kuhnu,traditional culture
shirt,shirt,ciwalaw,clothing
shoe,shoe,sapá·tu,clothing
short,short (in length or height),biʔtʼe,adjective
short-dress,short (dress that exposes the legs),šahki,adjective
short-stubby,"short (person, dress), stubby (nose)",bikoš,adjective
shoulder,shoulder,s’uwa·,body part
shout-pl,"several shout, make noise",qacʼámʔ baʔtʼaw,general
shovel,shovel,pá·la,tool
singer,singer,ʔihmíncayʔ,people; traditional culture
six,six,lanhcʼa,number
skill,skill,šayya,general
skink,Western skink,"šibiláʔla, šubiláʔla","animal; reptile, amphibian"
skinny,"thin, skinny",buṭuʔ,adjective
skirt,skirt,ná·waš,clothing
skunk,skunk,nupʰe·,animal; mammal
sky,sky,qaliqʰáʔbe,sky
sleep-v,"to sleep, be asleep",simaʔ,verb
slender,"slender, skinny, thin",siʔkʼu,adjective; appearance
slick,"slick, smooth, slippery",sʼaluʔ,adjective
slip,to slip on something wet; misstep,malayaʔ,verb
slope,slope,kʼošo·,land
slow,slow,baʔtʼa,adjective
small,"small, little",qawi,adjective; appearance
small-child,"small child, young child",naṭa qáwi,people
small-chiton,small black chiton; Chinese slipper,qaṭʼe·,"animal; fish, sea creature"
small-pl,"small, little (several)",qawí yya,adjective; appearance
smart,"smart, intelligent",ṭʼeʔye,adjective
smelt,smelt,hánta,"animal; fish, sea creature"
snail,snail,pʼaʔla,"animal; insect, spider"
snake,snake (general term),musa·la,"animal; reptile, amphibian"
socks,socks,cú·ki,clothing
soft,soft,botʼ,adjective
song,song,qʼoʔo,traditional culture
song-sparrow,song sparrow,šiyómpili,animal; bird
song-sparrow-2,song sparrow (other term),pʰadócʼomʔcʼo,animal; bird
sour,sour,mosʼ,adjective; taste
spice-bush,"spice bush, sweet shrub",šune,plant
spider,spider,ʔicʰa·,"animal; insect, spider"
spill,spill,ṭʼaʔ,verb
spinning-top,spinning top,wiyi,game
spoiled,"spoiled, ruined, rotten",kʰunuʔ,adjective
spoon,spoon,ló·ška,household
spotted,spotted,pʰoʔkʼo,adjective; appearance
spring,"spring, pool",k’olo·málli,water
squash,squash,kaliwá·sa,food
stand,"to stand, be standing",tʼetʰmaw,verb
star,star,qʰá·mos’,sky
stellars-jay,stellars jay,s’awala,animal; bird
stem,"stem of plant, handle of tool",sama,plant; tool
stiff,stiff,muhqa,adjective
stomach,stomach,cʼoqo·,body part
stove,stove,stú·fa,household
straight,"straight, smooth",yala,adjective
straighten,"to straighten, stretch out",yalaʔ,verb
strawberry,strawberry,qʰámʔs’udu,food
stretch-out-leg,to stretch out one's leg,taʔ,verb
string-bean,"string bean, green bean",yihó·l sʼamoʔ,food
submerge,submerge,ṭʼubuʔ,verb
suck,to suck,tʼow,verb
suckerfish,suckerfish,ṭʰoyo,"animal; fish, sea creature"
sugar,sugar,túyʔtu,food
sun,"sun, clock",haʔda,sky; time
sunset,sunset,haʔda cáhciw,sky; time
swallow,swallow,qalala,animal; bird
sweet,"sweet, dessert",tú·lse,adjective; taste; food
swing,swing,banaʔ,game
swordfish,swordfish,tʰiwíns’u·s’u,"animal; fish, sea creature"
table,table,lamé·sa,furniture
taboo,"taboo, forbidden",ko·ko,traditional culture
taboo-sickness,sickness from breaking taboo,maṭʰamʔ,traditional culture
tan,"tan, brown, yellow",qʰalaʔ,adjective; color
tan-oak,tan oak,cʼíšqʰale,plant; tree
tan-oak-bark,tan oak bark,cʼíšqʰale qahwa·,plant; plant part
tarantula,tarantula,cohṭʰoʔ,"animal; insect, spider"
taste-soup,to taste a certain way (speaking of soup),biʔtʼaw,verb
tea,tea,cá·yo,food
ten,ten,c’ašoṭ’o,number
thank-you,thank you,yahwiy,interjection
that-he,"that, it, he, she",mu·,pronoun
that-him,"that, it, him, her",mul,pronoun
there,there (distant but visible),haʔdi,location
they,they,ma·cáʔ,pronoun
thick-viscous,thick (like batter),qʰoʔṭʼoʔ,adjective
thin,"thin, transparent",sihyaš,adjective; appearance
thirteen,thirteen,ná·sibo,number
three,three,sibó,number
thrifty,thrifty,cunaʔ,adjective
thunder,thunder,maʔk’ala,weather
tide,tide,cʰuliw,water; time
tie,to tie,pʰanamʔ,verb
tie-fasten,to fasten with rope or string; tie shoelaces,šucʰaw,verb
tight-fit,"tight fitting, too small",saw,adjective
tip,"tip (of nose), point (of stick), edge (of table)",puʔšúl,general
tired,tired,tʼunuw,adjective
tired-pl,tired (several),tʼunuʔ,adjective
